Title,Model,Code Type,LOC,Errors,options remain unchanged,trailing-whitespace,undefined-variable,redefined-builtin,wildcard-import,return-outside-function,bad-continuation,used-before-assignment,too-many-locals,missing-docstring,too-few-public-methods,invalid-name,pointless-statement,blacklisted-name,trailing-comma-tuple,parse-error,unused-import,bare-except,anomalous-backslash-in-string,unused-argument,trailing-newlines,no-self-use,import-error,redefined-outer-name,relative-beyond-top-level,line-too-long,syntax-error,too-many-arguments,bad-whitespace,Other Errors 
Ignoring venv in code.,Default,python,10,{'missing-docstring': 2},0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Understanding PyTorch Model Deployment,Default,python,3,"{'missing-docstring': 1, 'invalid-name': 1, 'undefined-variable': 1}",0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Understanding PyTorch Model Deployment,Default,python,24,"{'line-too-long': 1, 'missing-docstring': 1, 'redefined-builtin': 1, 'invalid-name': 1, 'undefined-variable': 1}",0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Add CSS rule to selector,Default,python,12,{'parse-error': 1},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Add CSS rule to selector,Default,python,2,"{'missing-docstring': 1, 'undefined-variable': 1}",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Add CSS rule to selector,Default,python,5,{'missing-docstring': 2},0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Add CSS rule to selector,Default,python,7,"{'trailing-whitespace': 1, 'missing-docstring': 2}",0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Add CSS rule to selector,Default,python,42,{'parse-error': 1},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Add CSS rule to selector,Default,python,4,{'missing-docstring': 2},0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Add CSS rule to selector,Default,python,49,{'parse-error': 1},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Add CSS rule to selector,Default,python,62,{'parse-error': 1},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Add CSS rule to selector,Default,python,4,"{'line-too-long': 1, 'missing-docstring': 2}",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Add CSS rule to selector,Default,python,52,{'parse-error': 1},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Add CSS rule to selector,Default,python,58,{'parse-error': 1},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Add CSS rule to selector,Default,python,64,{'parse-error': 1},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Add CSS rule to selector,Default,python,74,{'parse-error': 1},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Add CSS rule to selector,Default,python,72,{'parse-error': 1},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Add CSS rule to selector,Default,python,77,{'parse-error': 1},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Add CSS rule to selector,Default,python,76,{'parse-error': 1},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Add CSS rule to selector,Default,python,62,{'parse-error': 1},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Add CSS rule to selector,Default,python,66,{'parse-error': 1},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Add CSS rule to selector,Default,python,93,{'parse-error': 1},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Add CSS rule to selector,Default,python,53,{'parse-error': 1},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Add CSS rule to selector,Default,python,16,"{'missing-docstring': 2, 'import-error': 1}",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Add CSS rule to selector,Default,python,4,{'missing-docstring': 1},0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Add CSS rule to selector,Default,python,18,"{'missing-docstring': 3, 'undefined-variable': 3}",0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Add CSS rule to selector,Default,python,99,{'parse-error': 1},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Add CSS rule to selector,Default,python,2,{'syntax-error': 1},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Add CSS rule to selector,Default,python,96,{'parse-error': 1},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Add CSS rule to selector,Default,python,2,"{'line-too-long': 1, 'missing-docstring': 1, 'undefined-variable': 1}",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Add CSS rule to selector,Default,python,2,"{'line-too-long': 1, 'missing-docstring': 1, 'undefined-variable': 1}",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Add CSS rule to selector,Default,python,18,"{'missing-docstring': 2, 'redefined-outer-name': 1}",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Add CSS rule to selector,Default,python,37,{'parse-error': 1},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Add CSS rule to selector,Default,python,43,{'parse-error': 1},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Add CSS rule to selector,Default,python,52,{'parse-error': 1},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Add CSS rule to selector,Default,python,47,"{'trailing-whitespace': 3, 'missing-docstring': 2}",0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Add CSS rule to selector,Default,python,52,{'parse-error': 1},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Add CSS rule to selector,Default,python,50,"{'missing-docstring': 2, 'import-error': 4}",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
GitHub Social Enhancer,Default,python,15,"{'trailing-whitespace': 1, 'missing-docstring': 2, 'undefined-variable': 1}",0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geokoordinate Technischer Spezialist,Default,python,21,{'parse-error': 1},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Llama-2 Setup Guide.,Default,python,6,"{'missing-docstring': 1, 'import-error': 1, 'invalid-name': 1}",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Llama-2 Setup Guide.,Default,python,6,"{'missing-docstring': 1, 'invalid-name': 4, 'undefined-variable': 3}",0,0,3,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Llama-2 Setup Guide.,Default,python,5,"{'missing-docstring': 1, 'import-error': 1}",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Llama-2 Setup Guide.,Default,python,8,"{'missing-docstring': 1, 'import-error': 1}",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Llama-2 Setup Guide.,Default,python,11,"{'missing-docstring': 1, 'invalid-name': 4, 'undefined-variable': 4}",0,0,4,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Llama-2 Setup Guide.,Default,python,3,"{'missing-docstring': 1, 'import-error': 1}",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Llama-2 Setup Guide.,Default,python,6,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Llama-2 Setup Guide.,Default,python,6,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Llama-2 Setup Guide.,Default,python,3,"{'missing-docstring': 1, 'import-error': 1}",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Llama-2 Setup Guide.,Default,python,6,"{'missing-docstring': 1, 'import-error': 1}",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Llama AI Porting Node.js,Default,python,2,"{'missing-docstring': 1, 'undefined-variable': 5}",0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Llama AI Porting Node.js,Default,python,2,"{'missing-docstring': 1, 'undefined-variable': 2}",0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Llama AI Porting Node.js,Default,python,7,"{'missing-docstring': 1, 'invalid-name': 1, 'undefined-variable': 5}",0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Llama AI Porting Node.js,Default,python,3,{'syntax-error': 1},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Merge SQLite Databases Python,Default,python,20,{'missing-docstring': 1},0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merge SQLite Databases Python,Default,python,19,{'missing-docstring': 1},0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dynamic Pydantic Model Generation,Default,python,39,"{'line-too-long': 1, 'missing-docstring': 1, 'import-error': 1}",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Dynamic Pydantic Model Generation,Default,python,37,"{'line-too-long': 2, 'missing-docstring': 1, 'import-error': 1}",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0
DCC Implementation Guide,Default,python,44,{'missing-docstring': 1},0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Set Reconciliation Protocol Overview,Default,python,21,"{'missing-docstring': 1, 'invalid-name': 1, 'undefined-variable': 1}",0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dope quat to matrix,Default,python,20,"{'line-too-long': 1, 'missing-docstring': 1}",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
dope quat to matrix,Default,python,6,"{'missing-docstring': 1, 'invalid-name': 3, 'undefined-variable': 8}",0,0,8,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parallelizing Python Code,Default,python,24,{'syntax-error': 1},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Parallelizing Python Code,Default,python,28,{'syntax-error': 1},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Parallelizing Python Code,Default,python,17,{'syntax-error': 1},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Parallelizing Python Code,Default,python,37,{'syntax-error': 1},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GitHub API: Compare Branches,Default,python,31,"{'trailing-whitespace': 1, 'missing-docstring': 2, 'redefined-outer-name': 5}",0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
Customizing Odoo Form Tabs,Default,python,19,"{'missing-docstring': 1, 'relative-beyond-top-level': 1, 'pointless-statement': 1, 'unused-import': 1}",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Efficiently Count Post Comments,Default,python,9,"{'missing-docstring': 1, 'import-error': 1, 'invalid-name': 1, 'undefined-variable': 1}",0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Efficiently Count Post Comments,Default,python,9,"{'missing-docstring': 1, 'import-error': 1, 'invalid-name': 1, 'undefined-variable': 1}",0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Tree Creation Function,Default,python,16,"{'missing-docstring': 1, 'pointless-statement': 1}",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fix Open Library bad lccn data,Default,python,31,"{'missing-docstring': 1, 'invalid-name': 2}",0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fix Open Library bad lccn data,Default,python,38,"{'missing-docstring': 1, 'invalid-name': 3}",0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fix Open Library bad lccn data,Default,python,41,"{'missing-docstring': 1, 'invalid-name': 4}",0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New chat,Default,python,43,"{'line-too-long': 1, 'missing-docstring': 2, 'redefined-outer-name': 2}",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
Parse JSON to Python model.,Default,python,47,"{'line-too-long': 1, 'missing-docstring': 1, 'invalid-name': 1}",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Proxy Server Error Handling,Default,python,43,{'missing-docstring': 1},0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proxy Server Error Handling,Default,python,33,{'missing-docstring': 1},0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proxy Server Error Handling,Default,python,36,{'missing-docstring': 1},0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proxy Server Error Handling,Default,python,40,{'missing-docstring': 1},0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streamlit Import Error,Default,python,3,"{'missing-docstring': 1, 'import-error': 1, 'unused-import': 2}",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
Streamlit Import Error,Default,python,3,"{'missing-docstring': 1, 'import-error': 1, 'unused-import': 2}",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
Streamlit Import Error,Default,python,3,"{'missing-docstring': 1, 'import-error': 1, 'unused-import': 2}",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
Enlarge Icon with Padding,Default,python,33,"{'missing-docstring': 2, 'import-error': 1, 'redefined-outer-name': 3}",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0
Function Definition Extraction,Default,python,2,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Function Definition Extraction,Default,python,2,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Function Definition Extraction,Default,python,2,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Function Definition Extraction,Default,python,2,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Airport Data to Dictionary,Default,python,8,{'syntax-error': 1},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Airport Data to Dictionary,Default,python,7,{'syntax-error': 1},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Airport Data to Dictionary,Default,python,58,"{'trailing-whitespace': 4, 'missing-docstring': 1}",0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Airport Data to Dictionary,Default,python,3,"{'missing-docstring': 1, 'invalid-name': 1}",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Airport Data to Dictionary,Default,python,3,"{'missing-docstring': 1, 'invalid-name': 1}",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Airport Data to Dictionary,Default,python,2,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Airport Data to Dictionary,Default,python,2,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flask Logging with Werkzeug,Default,python,5,"{'missing-docstring': 2, 'invalid-name': 1, 'undefined-variable': 1}",0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flask Logging with Werkzeug,Default,python,10,{'missing-docstring': 1},0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flask Logging with Werkzeug,Default,python,5,"{'missing-docstring': 2, 'invalid-name': 1, 'undefined-variable': 1}",0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flask Logging with Werkzeug,Default,python,10,{'missing-docstring': 1},0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flask Logging with Werkzeug,Default,python,5,"{'missing-docstring': 2, 'invalid-name': 1, 'undefined-variable': 1}",0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flask Logging with Werkzeug,Default,python,10,{'missing-docstring': 1},0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Embed Python string in Jinja.,Default,python,17,"{'line-too-long': 1, 'missing-docstring': 1}",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Embed Python string in Jinja.,Default,python,7,{'missing-docstring': 1},0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Embed Python string in Jinja.,Default,python,26,"{'line-too-long': 1, 'missing-docstring': 1}",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Embed Python string in Jinja.,Default,python,37,"{'line-too-long': 1, 'missing-docstring': 1}",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Embed Python string in Jinja.,Default,python,37,"{'line-too-long': 1, 'missing-docstring': 1}",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Unit Load & Prod Fix,Default,python,7,{'syntax-error': 1},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Unit Load & Prod Fix,Default,python,2,"{'bad-whitespace': 1, 'missing-docstring': 1, 'invalid-name': 1, 'undefined-variable': 4}",0,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Unit Load & Prod Fix,Default,python,2,{'syntax-error': 1},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Unit Load & Prod Fix,Default,python,2,{'syntax-error': 1},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Accessing Function Docstring (Python),Default,python,20,{'missing-docstring': 1},0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Accessing Function Docstring (Python),Default,python,8,"{'missing-docstring': 1, 'invalid-name': 2}",0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Accessing Function Docstring (Python),Default,python,4,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Accessing Function Docstring (Python),Default,python,16,"{'trailing-whitespace': 1, 'missing-docstring': 2, 'invalid-name': 1}",0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Accessing Function Docstring (Python),Default,python,13,"{'missing-docstring': 2, 'invalid-name': 1, 'no-else-return': 1}",0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Accessing Function Docstring (Python),Default,python,25,"{'trailing-whitespace': 3, 'missing-docstring': 2, 'import-error': 2}",0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
GPT4 Integrating ToT prompting,Default,python,6,{'syntax-error': 1},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GPT4 Integrating ToT prompting,Default,python,6,{'syntax-error': 1},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GPT4 Integrating ToT prompting,Default,python,6,{'syntax-error': 1},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GPT4 Integrating ToT prompting,Default,python,6,{'syntax-error': 1},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GPT4 Integrating ToT prompting,Default,python,6,{'syntax-error': 1},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GPT4 Integrating ToT prompting,Default,python,6,{'syntax-error': 1},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GPT4 Integrating ToT prompting,Default,python,6,{'syntax-error': 1},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GPT4 Integrating ToT prompting,Default,python,10,{'syntax-error': 1},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GPT4 Integrating ToT prompting,Default,python,2,"{'trailing-comma-tuple': 1, 'missing-docstring': 1}",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPT4 Integrating ToT prompting,Default,python,6,{'syntax-error': 1},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GPT4 Integrating ToT prompting,Default,python,6,{'syntax-error': 1},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GPT4 Integrating ToT prompting,Default,python,6,{'syntax-error': 1},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GPT4 Integrating ToT prompting,Default,python,6,{'syntax-error': 1},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GPT4 Integrating ToT prompting,Default,python,6,{'syntax-error': 1},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GPT4 Integrating ToT prompting,Default,python,6,{'syntax-error': 1},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GPT4 Integrating ToT prompting,Default,python,6,{'syntax-error': 1},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GPT4 Integrating ToT prompting,Default,python,10,{'syntax-error': 1},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GPT4 Integrating ToT prompting,Default,python,2,"{'trailing-comma-tuple': 1, 'missing-docstring': 1}",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Filter and Paginate Videos,Default,python,52,"{'line-too-long': 4, 'trailing-whitespace': 2, 'anomalous-backslash-in-string': 3, 'missing-docstring': 2, 'invalid-name': 1, 'too-many-locals': 1, 'undefined-variable': 5, 's': 1, 'bare-except': 1}",0,2,5,0,0,0,0,0,1,2,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,4,0,0,0,1
Filter and Paginate Videos,Default,python,62,"{'line-too-long': 4, 'trailing-whitespace': 2, 'anomalous-backslash-in-string': 3, 'missing-docstring': 2, 'invalid-name': 1, 'too-many-locals': 1, 'undefined-variable': 2}",0,2,2,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0
